County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Last_Update,Latitude,Longitude
Pinal,Arizona,5,,0,0.0,2020-03-14 12:04 EDT,32.9043197,-111.34476470000001
Maricopa,Arizona,3,,0,0.0,2020-03-14 12:04 EDT,33.348824699999994,-112.49127879999999
Pima,Arizona,2,,0,0.0,2020-03-14 12:04 EDT,32.0972712,-111.78976709999999
Graham,Arizona,1,,0,0.0,2020-03-14 12:04 EDT,32.87449,-109.74198
Washington,District of Columbia,10,,0,0.0,2020-03-14 12:04 EDT,38.890370000000004,-77.03196
Bernalillo,New Mexico,5,,0,0.0,2020-03-14 12:04 EDT,35.0512846,-106.6703125
Santa Fe,New Mexico,3,,0,0.0,2020-03-14 12:04 EDT,35.69168,-105.93796
Socorro,New Mexico,2,,0,0.0,2020-03-14 12:04 EDT,34.060140000000004,-106.89187
Summit,Utah,4,,0,0.0,2020-03-14 12:04 EDT,40.8680986,-110.95584640000001
Unassigned,Utah,2,,0,0.0,2020-03-14 12:04 EDT,,
Davis,Utah,1,,0,0.0,2020-03-14 12:04 EDT,40.9997362,-111.9800051
Weber,Utah,1,,0,0.0,2020-03-14 12:04 EDT,,
Salt Lake,Utah,1,,0,0.0,2020-03-14 12:04 EDT,40.76031,-111.88821999999999
Minnehaha,South Dakota,3,,0,0.0,2020-03-14 12:04 EDT,43.6741776,-96.7914246
Pennington,South Dakota,1,,1,1.0,2020-03-14 12:04 EDT,44.003745,-102.82390079999999
Beadle,South Dakota,1,,0,0.0,2020-03-14 12:04 EDT,44.4144846,-98.2781099
Charles Mix,South Dakota,1,,0,0.0,2020-03-14 12:04 EDT,43.207474600000005,-98.5766704
Davidson,South Dakota,1,,0,0.0,2020-03-14 12:04 EDT,,
Bon Homme,South Dakota,1,,0,0.0,2020-03-14 12:04 EDT,42.9933604,-97.8866697
McCook,South Dakota,1,,0,0.0,2020-03-14 12:04 EDT,43.6743065,-97.36842159999999
Unassigned,Arkansas,9,,0,0.0,2020-03-14 12:04 EDT,34.969704,-92.37312299999999
Rockingham,New Hampshire,4,,0,0.0,2020-03-14 12:04 EDT,43.04954,-70.93216
Grafton,New Hampshire,3,,0,0.0,2020-03-14 12:04 EDT,43.56212,-71.95114000000001
Johnson,Kansas,4,,0,0.0,2020-03-14 12:04 EDT,38.8837729,-94.82222519999999
Wyandotte,Kansas,1,,1,1.0,2020-03-14 12:04 EDT,39.1140701,-94.7652427
Sedgwick,Kansas,1,,0,0.0,2020-03-14 12:04 EDT,37.684760499999996,-97.46094699999999
Forrest,Mississippi,3,,0,0.0,2020-03-14 12:04 EDT,31.1888395,-89.2578348
Leflore,Mississippi,1,,0,0.0,2020-03-14 12:04 EDT,33.550528,-90.30106540000001
Pearl River,Mississippi,1,,0,0.0,2020-03-14 12:04 EDT,30.768543400000002,-89.5897574
Copiah,Mississippi,1,,0,0.0,2020-03-14 12:04 EDT,31.869320399999996,-90.4488597
Montgomery,Alabama,1,,0,0.0,2020-03-14 12:04 EDT,32.38015,-86.30008000000001
Jefferson,Alabama,1,,0,0.0,2020-03-14 12:04 EDT,33.554273699999996,-86.8964891
Elmore,Alabama,1,,0,0.0,2020-03-14 12:04 EDT,32.54165,-86.31093
Tuscaloosa,Alabama,1,,0,0.0,2020-03-14 12:04 EDT,33.21042,-87.56625
Limestone,Alabama,1,,0,0.0,2020-03-14 12:04 EDT,34.814892,-86.97728459999999
Unassigned,Alabama,1,,0,0.0,2020-03-14 12:04 EDT,32.806671,-86.79113000000001
Unassigned,Montana,1,,0,0.0,2020-03-14 12:04 EDT,46.921925,-110.454353
Gallatin,Montana,1,,0,0.0,2020-03-14 12:04 EDT,45.5404518,-111.17041090000002
Yellowstone,Montana,1,,0,0.0,2020-03-14 12:04 EDT,45.93711629999999,-108.2743481
Silver Bow,Montana,1,,0,0.0,2020-03-14 12:04 EDT,45.99544,-112.65661000000001
Lewis and Clark,Montana,1,,0,0.0,2020-03-14 12:04 EDT,47.124815000000005,-112.3941446
Tulsa,Oklahoma,2,,0,0.0,2020-03-14 12:04 EDT,36.15011,-95.99351999999999
Jackson,Oklahoma,1,,0,0.0,2020-03-14 12:04 EDT,34.586625399999996,-99.4160473
Oklahoma,Oklahoma,1,,0,0.0,2020-03-14 12:04 EDT,35.582684,-97.50859940000001
St. Louis,Missouri,2,,0,0.0,2020-03-14 12:04 EDT,38.62775,-90.19955999999999
Greene,Missouri,1,,0,0.0,2020-03-14 12:04 EDT,37.2580403,-93.34201850000001
Unassigned,Missouri,1,,0,0.0,2020-03-14 12:04 EDT,38.456084999999995,-92.288368
New Castle,Delaware,4,,0,0.0,2020-03-14 12:04 EDT,39.65977,-75.56394
Honolulu,Hawaii,2,,0,0.0,2020-03-14 12:04 EDT,21.30493,-157.85788
Kauai,Hawaii,1,,0,0.0,2020-03-14 12:04 EDT,22.0825024,-159.7275965
Unassigned,Maine,2,,0,0.0,2020-03-14 12:04 EDT,44.693946999999994,-69.381927
Androscoggin,Maine,1,,0,0.0,2020-03-14 12:04 EDT,44.1658761,-70.20645859999999
Puerto Rico,Puerto Rico,3,,0,0.0,2020-03-14 12:04 EDT,18.2226065,-66.4689534
Bennington,Vermont,1,,0,0.0,2020-03-14 12:04 EDT,42.87672,-73.19818000000001
Chittenden,Vermont,1,,0,0.0,2020-03-14 12:04 EDT,44.4579951,-73.0540497
Sheridan,Wyoming,1,,0,0.0,2020-03-14 12:04 EDT,44.79792,-106.95586999999999
Fremont,Wyoming,1,,0,0.0,2020-03-14 12:04 EDT,43.0405186,-108.63049740000001
Ward,North Dakota,1,,0,0.0,2020-03-14 12:04 EDT,48.2216809,-101.5418179
Anchorage,Alaska,1,,0,0.0,2020-03-14 12:04 EDT,61.217530000000004,-149.85825
Ada,Idaho,1,,0,0.0,2020-03-14 12:04 EDT,43.4510569,-116.2411338
